CA&1Radar,3360.0
CA&2Radars,3820.0
CV&1Radar,1.0
CV&2Radars,3430.0
CT&1Radar,3900.0
CT&2Radars,1450.0
TA&1Radar,3210.0
TA&2Radars,880.0
